,kmp.id.nospace,mom.id,litter,sex,X3.way,age.months.cont,group.size,location1,am.pm,obs.time.hr,i.aggr.all,Total.monthly.rainfall
303,BP,AAQ,AAAW,M,Subordinate control,1.3,22,forage,pm,0.41472,4,27.599995
304,BQ,AAQ,AAAW,M,Subordinate control,1.3,22,burrow,pm,0.03667,0,27.599995
305,BR,AAS,AAAY,F,Dominant control,1.1,12,forage,am,0.49417,12,60.199988
306,BS,AAS,AAAY,M,Dominant control,1.1,12,forage,am,0.46639,8,60.199988
307,BT,AAS,AAAY,M,Dominant control,1.1,12,forage,am,0.43111,2,60.199988
308,BU,AAS,AAAY,M,Dominant control,1.1,12,forage,am,0.47833,3,60.199988
309,BV,AAT,AAAZ,F,Dominant control,0.9,36,burrow,am,0.18028,0,59.999993
310,BW,AAT,AAAZ,F,Dominant control,0.9,36,burrow,pm,0.26389,0,59.999993
311,BX,AAT,AAAZ,M,Dominant control,0.9,36,forage,am,0.20306,0,59.999993
312,BY,AAT,AAAZ,M,Dominant control,0.9,36,burrow,am,0.16417,0,59.999993
313,BZ,AAT,AAAZ,M,Dominant control,1.1,36,forage,am,0.29389,6,59.999993
314,CA,AAU,AABA,F,Subordinate control,1,25,forage,am,0.37611,0,8.8
315,CB,AAU,AABA,F,Subordinate control,1,25,forage,am,0.17639,2,8.8
316,CC,AAU,AABA,M,Subordinate control,1,25,forage,am,0.35111,0,8.8
317,CD,AAV,AABB,M,Dominant control,1.4,14,burrow,pm,0.03139,0,6.4
318,CE,AAU,AABA,F,Subordinate control,1,25,forage,am,0.37833,0,8.8
319,AK,AAG,AAAK,M,Dominant control,1.2,16,burrow,pm,0.00389,0,59.999993
320,AR,AAI,AAAM,F,Dominant treated,1.5,39,forage,am,0.52889,0,68.399985
321,AS,AAI,AAAM,F,Dominant treated,1.5,39,burrow,pm,0.23556,1,68.399985
322,AX,AAL,AAAP,F,Dominant treated,1.3,33,forage,pm,0.25639,0,12.6
323,AR,AAI,AAAM,F,Dominant treated,1.5,39,forage,am,0.50528,6,68.399985
324,AR,AAI,AAAM,F,Dominant treated,1.5,39,forage,pm,0.515,1,68.399985
325,AR,AAI,AAAM,F,Dominant treated,1.5,39,forage,pm,0.26056,2,68.399985
326,AR,AAI,AAAM,F,Dominant treated,1.5,39,burrow,pm,0.04,0,68.399985
327,A,AAA,AAAA,F,Subordinate control,1.2,30,forage,pm,0.28361,0,9.6
328,B,AAA,AAAA,M,Subordinate control,1.2,30,forage,pm,0.26722,1,9.6
329,C,AAA,AAAA,M,Subordinate control,1.2,30,forage,pm,0.29611,0,9.6
330,D,AAA,AAAA,M,Subordinate control,1.2,30,forage,pm,0.27556,1,9.6
331,E,AAB,AAAB,F,Dominant control,1,37,burrow,pm,0.08611,0,17.599998
332,F,AAB,AAAB,F,Dominant control,1.1,37,burrow,am,0.16167,6,20.399998
333,G,AAB,AAAB,F,Dominant control,1.1,37,burrow,am,0.14889,4,20.399998
334,H,F,AAAC,F,Subordinate control,1.1,13,forage,pm,0.24417,0,0
335,J,AAB,AAAB,M,Dominant control,1,37,burrow,pm,0.10556,0,17.599998
336,K,AAB,AAAB,M,Dominant control,1.1,37,forage,am,0.33417,0,20.399998
337,L,F,AAAC,M,Subordinate control,1.1,13,forage,pm,0.25833,0,0
338,M,AAC,AAAD,M,Dominant control,0.9,17,burrow,am,0.09417,0,41.600022
339,N,AAC,AAAE,M,Dominant treated,1,21,forage,am,0.33417,0,78.000117
340,O,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.34083,2,56.400107
341,P,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.34056,4,56.400107
342,Q,F,AAAC,M,Subordinate control,1.1,13,forage,pm,0.2525,0,0
343,R,AAC,AAAD,M,Dominant control,0.9,17,burrow,am,0.14694,0,41.600022
344,T,AAC,AAAE,M,Dominant treated,1,21,burrow,pm,0.05861,0,78.000117
345,U,AAD,AAAF,M,Dominant control,1,9,forage,am,0.35111,2,6.8
346,V,AAD,AAAF,M,Dominant control,1,9,forage,am,0.33083,2,6.8
347,W,AAD,AAAF,unk,Dominant control,1,9,forage,am,0.3375,3,6.8
348,X,AAD,AAAF,F,Dominant control,1,9,forage,am,0.33556,18,6.8
349,Y,AAE,AAAG,F,Dominant treated,1,15,forage,am,0.19056,0,20.399998
350,Z,AAE,AAAG,F,Dominant treated,1,15,forage,am,0.27944,0,20.399998
351,AA,AAE,AAAH,F,Dominant control,1.1,17,forage,am,0.34,5,2.2
352,AB,AAE,AAAG,M,Dominant treated,1,15,forage,am,0.31667,0,20.399998
353,AC,AAE,AAAH,M,Dominant control,1.1,17,forage,am,0.25694,1,2.2
354,AD,AAF,AAAI,F,Dominant treated,1.1,12,burrow,pm,0.11556,0,48.79999
355,AE,AAF,AAAI,M,Dominant treated,1.1,12,forage,pm,0.16944,0,48.79999
356,AI,AAF,AAAI,F,Dominant treated,1.1,12,burrow,pm,0.0475,0,48.79999
357,AJ,AAG,AAAK,F,Dominant control,1,16,burrow,am,0.17861,0,58.799993
358,AK,AAG,AAAK,M,Dominant control,1,16,burrow,am,0.20639,0,58.799993
359,AL,AAG,AAAK,M,Dominant control,1,16,burrow,am,0.18833,0,58.799993
360,AM,AAG,AAAK,M,Dominant control,1,16,forage,am,0.20278,0,58.799993
361,AN,AAH,AAAL,F,Dominant control,1.1,23,burrow,pm,0.115,0,76.199982
362,AO,AAH,AAAL,F,Dominant control,1.1,23,burrow,am,0.09389,1,66.399982
363,AP,AAH,AAAL,M,Dominant control,1.1,23,burrow,pm,0.03806,0,76.199982
364,AQ,AAH,AAAL,M,Dominant control,1.1,23,burrow,pm,0.10472,0,76.199982
365,AR,AAI,AAAM,F,Dominant treated,0.9,34,burrow,pm,0.09167,0,73.20003
366,AS,AAI,AAAM,F,Dominant treated,1.1,34,burrow,am,0.05417,0,24.99999
367,AT,AAJ,AAAN,F,Subordinate control,1.5,39,forage,pm,0.34667,1,59.999993
368,AU,AAK,AAAO,F,Dominant control,1.1,13,forage,am,0.33972,4,37.79999
369,AV,AAK,AAAO,M,Dominant control,1.2,13,forage,pm,0.31583,0,37.99999
370,AW,AAK,AAAO,M,Dominant control,1.1,13,forage,am,0.33917,0,37.79999
371,AX,AAL,AAAP,F,Dominant treated,1,33,forage,am,0.12694,0,6.2
372,AY,AAL,AAAP,F,Dominant treated,1,33,forage,pm,0.38,2,6.2
373,BA,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,1.3,38,forage,pm,0.26444,5,6.000001
374,BB,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,1.4,38,forage,pm,0.19222,1,6.000001
375,BC,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,1.4,38,forage,pm,0.2275,1,6.000001
376,BD,AAL,AAAP,M,Dominant treated,1,33,forage,am,0.39639,0,6.2
377,BF,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,1.4,38,forage,pm,0.28222,2,6.000001
378,BG,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,1.4,38,forage,pm,0.22389,1,6.000001
379,BH,AX,AAAT,M,Subordinate control,1,8,forage,pm,0.25417,3,30.799992
380,BI,AX,AAAT,M,Subordinate control,1,8,forage,pm,0.27528,0,30.799992
381,BJ,A,AAAU,F,Subordinate control,1.1,11,burrow,pm,0.09083,0,5.8
382,BK,A,AAAU,F,Subordinate control,1.1,11,burrow,pm,0.07778,0,5.8
383,BL,AAP,AAAV,M,Subordinate control,0.9,8,forage,am,0.34139,4,44.79999
384,BM,AAQ,AAAW,F,Subordinate control,1.3,22,burrow,pm,0.12139,0,27.599995
385,BN,AAR,AAAX,M,Dominant control,1.2,23,burrow,am,0.11,0,65.599985
386,BO,AAQ,AAAW,M,Subordinate control,1.4,22,forage,am,0.32806,4,28.599995
387,BP,AAQ,AAAW,M,Subordinate control,1.4,22,forage,am,0.34111,0,28.599995
388,BQ,AAQ,AAAW,M,Subordinate control,1.4,22,forage,am,0.33361,0,28.599995
389,BR,AAS,AAAY,F,Dominant control,1.2,12,burrow,am,0.1,0,67.199985
390,BS,AAS,AAAY,M,Dominant control,1.2,12,burrow,am,0.06389,0,67.199985
391,BU,AAS,AAAY,M,Dominant control,1.2,12,forage,am,0.55556,7,67.199985
392,BV,AAT,AAAZ,F,Dominant control,0.9,36,forage,pm,0.27056,2,59.999993
393,BW,AAT,AAAZ,F,Dominant control,1.1,36,burrow,am,0.03861,1,59.999993
394,BX,AAT,AAAZ,M,Dominant control,0.9,36,burrow,pm,0.09,0,59.999993
395,BY,AAT,AAAZ,M,Dominant control,0.9,36,burrow,pm,0.21778,5,59.999993
396,BZ,AAT,AAAZ,M,Dominant control,1.1,36,burrow,pm,0.17861,0,59.999993
397,CA,AAU,AABA,F,Subordinate control,1,25,forage,am,0.17556,0,8.8
398,CB,AAU,AABA,F,Subordinate control,1,25,forage,pm,0.3225,0,8.8
399,CC,AAU,AABA,M,Subordinate control,1,25,forage,am,0.16972,0,8.8
400,CE,AAU,AABA,F,Subordinate control,1,25,forage,am,0.18806,2,8.8
401,A,AAA,AAAA,F,Subordinate control,1.3,30,forage,am,0.35694,4,7.8
402,B,AAA,AAAA,M,Subordinate control,1.3,30,forage,am,0.3925,0,7.8
403,C,AAA,AAAA,M,Subordinate control,1.3,30,forage,am,0.36056,9,7.8
404,D,AAA,AAAA,M,Subordinate control,1.2,30,burrow,pm,0.13583,0,9.6
405,E,AAB,AAAB,F,Dominant control,1.1,37,burrow,am,0.05722,0,20.399998
406,F,AAB,AAAB,F,Dominant control,1.2,37,burrow,am,0.11306,0,9.400001
407,G,AAB,AAAB,F,Dominant control,1.2,37,forage,am,0.29639,0,9.400001
408,J,AAB,AAAB,M,Dominant control,1.1,37,burrow,am,0.04556,1,20.399998
409,K,AAB,AAAB,M,Dominant control,1.1,37,burrow,pm,0.06222,0,20.399998
410,M,AAC,AAAD,M,Dominant control,0.9,17,burrow,am,0.09417,0,41.600022
411,N,AAC,AAAE,M,Dominant treated,1,21,burrow,pm,0.12944,0,78.000117
412,O,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.33278,2,56.400107
413,P,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.35611,2,56.400107
414,R,AAC,AAAD,M,Dominant control,0.9,17,burrow,am,0.08972,0,41.600022
415,T,AAC,AAAE,M,Dominant treated,1.1,21,burrow,am,0.09028,0,56.400107
416,U,AAD,AAAF,M,Dominant control,1,9,forage,am,0.34583,7,6.8
417,V,AAD,AAAF,M,Dominant control,1,9,forage,am,0.17611,5,6.8
418,W,AAD,AAAF,unk,Dominant control,1,9,forage,am,0.33,4,6.8
419,X,AAD,AAAF,F,Dominant control,1,9,forage,pm,0.25056,9,6.8
420,Y,AAE,AAAG,F,Dominant treated,1,15,forage,pm,0.28139,0,20.399998
421,Z,AAE,AAAG,F,Dominant treated,1,15,forage,pm,0.29306,0,20.399998
422,AA,AAE,AAAH,F,Dominant control,1.2,17,forage,am,0.265,5,3.6
423,AB,AAE,AAAG,M,Dominant treated,1,15,forage,pm,0.42417,1,20.399998
424,AC,AAE,AAAH,M,Dominant control,1.2,17,forage,am,0.31889,2,3.6
425,AD,AAF,AAAI,F,Dominant treated,1.1,12,forage,am,0.32889,3,48.79999
426,AE,AAF,AAAI,M,Dominant treated,1.1,12,forage,am,0.33444,1,48.79999
427,AI,AAF,AAAI,F,Dominant treated,1.1,12,forage,am,0.335,4,48.79999
428,AJ,AAG,AAAK,F,Dominant control,1,16,burrow,pm,0.15833,0,58.799993
429,AK,AAG,AAAK,M,Dominant control,1,16,burrow,am,0.08639,0,58.799993
430,AL,AAG,AAAK,M,Dominant control,1,16,burrow,am,0.18917,0,58.799993
431,AM,AAG,AAAK,M,Dominant control,1,16,forage,pm,0.22583,1,58.799993
432,AN,AAH,AAAL,F,Dominant control,1.1,23,forage,am,0.20167,0,66.399982
433,AO,AAH,AAAL,F,Dominant control,1.1,23,burrow,am,0.1525,3,66.399982
434,AP,AAH,AAAL,M,Dominant control,1.1,23,burrow,am,0.16056,0,66.399982
435,AQ,AAH,AAAL,M,Dominant control,1.1,23,forage,am,0.20778,3,66.399982
436,AR,AAI,AAAM,F,Dominant treated,1.1,34,burrow,am,0.08944,0,24.99999
437,AS,AAI,AAAM,F,Dominant treated,1.1,34,burrow,am,0.13306,0,24.99999
438,AT,AAJ,AAAN,F,Subordinate control,1.5,39,forage,pm,0.39417,1,59.999993
439,AU,AAK,AAAO,F,Dominant control,1.1,13,forage,am,0.04833,0,37.79999
440,AW,AAK,AAAO,M,Dominant control,1.2,13,forage,pm,0.22139,0,37.99999
441,AX,AAL,AAAP,F,Dominant treated,1,33,forage,pm,0.27222,0,6.2
442,AY,AAL,AAAP,F,Dominant treated,1,33,forage,pm,0.28611,4,6.2
443,BA,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,1.4,38,forage,pm,0.27306,5,6.000001
444,BC,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,1.4,38,forage,pm,0.265,3,6.000001
445,BD,AAL,AAAP,M,Dominant treated,1,33,forage,pm,0.19944,0,6.2
446,BG,AAM/AAN/AAO,AAAQ/AAAR/AAAS,M,Subordinate control,1.4,38,burrow,pm,0.11528,0,6.000001
447,BH,AX,AAAT,M,Subordinate control,1.2,8,forage,am,0.33694,1,37.99999
448,BI,AX,AAAT,M,Subordinate control,1.2,8,forage,am,0.33278,0,37.99999
449,BJ,A,AAAU,F,Subordinate control,1.1,11,forage,am,0.32389,0,6
450,BK,A,AAAU,F,Subordinate control,1.1,11,forage,am,0.32,0,6
451,BL,AAP,AAAV,M,Subordinate control,0.9,8,forage,am,0.34083,3,44.79999
452,BM,AAQ,AAAW,F,Subordinate control,1.4,22,forage,am,0.37861,0,28.599995
453,BN,AAR,AAAX,M,Dominant control,1.2,23,burrow,am,0.10972,0,65.599985
454,BO,AAQ,AAAW,M,Subordinate control,1.4,22,forage,pm,0.33028,2,28.599995
455,BP,AAQ,AAAW,M,Subordinate control,1.4,22,forage,pm,0.29333,1,28.599995
456,BQ,AAQ,AAAW,M,Subordinate control,1.4,22,forage,pm,0.33806,1,28.599995
457,BR,AAS,AAAY,F,Dominant control,1.2,12,forage,am,0.53833,2,67.199985
458,BS,AAS,AAAY,M,Dominant control,1.2,12,forage,pm,0.56667,12,67.199985
459,BU,AAS,AAAY,M,Dominant control,1.2,12,forage,am,0.15778,0,67.199985
460,BV,AAT,AAAZ,F,Dominant control,0.9,36,burrow,pm,0.03083,1,59.999993
461,BW,AAT,AAAZ,F,Dominant control,1.1,36,forage,am,0.43667,0,59.999993
462,BX,AAT,AAAZ,M,Dominant control,1.1,36,forage,am,0.37972,6,59.999993
463,BY,AAT,AAAZ,M,Dominant control,1.1,36,burrow,am,0.09806,0,59.999993
464,BZ,AAT,AAAZ,M,Dominant control,1.1,36,burrow,pm,0.10028,4,59.999993
465,CA,AAU,AABA,F,Subordinate control,1,25,burrow,pm,0.35278,0,8.8
466,CB,AAU,AABA,F,Subordinate control,1.1,25,burrow,am,0.36806,4,9
467,CC,AAU,AABA,M,Subordinate control,1,25,burrow,pm,0.345,1,8.8
468,CE,AAU,AABA,F,Subordinate control,1,25,burrow,pm,0.33222,0,8.8
469,A,AAA,AAAA,F,Subordinate control,1.3,30,forage,am,0.36833,3,7.8
470,B,AAA,AAAA,M,Subordinate control,1.3,30,forage,am,0.29417,0,7.8
471,C,AAA,AAAA,M,Subordinate control,1.3,30,forage,am,0.23444,1,7.8
472,D,AAA,AAAA,M,Subordinate control,1.3,30,forage,am,0.38694,5,7.8
473,E,AAB,AAAB,F,Dominant control,1.1,37,forage,am,0.35361,0,20.399998
474,F,AAB,AAAB,F,Dominant control,1.2,37,forage,am,0.33472,0,9.400001
475,J,AAB,AAAB,M,Dominant control,1.1,37,forage,am,0.3,10,20.399998
476,K,AAB,AAAB,M,Dominant control,1.2,37,burrow,am,0.055,0,9.400001
477,M,AAC,AAAD,M,Dominant control,0.9,17,burrow,am,0.09083,0,41.600022
478,N,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.34139,2,56.400107
479,O,AAC,AAAE,M,Dominant treated,1.2,21,forage,pm,0.28139,0,49.00011
480,P,AAC,AAAE,M,Dominant treated,1.2,21,forage,pm,0.25417,0,49.00011
481,R,AAC,AAAD,M,Dominant control,0.9,17,burrow,am,0.09861,0,41.600022
482,T,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.34167,1,56.400107
483,U,AAD,AAAF,M,Dominant control,1,9,forage,pm,0.24778,1,6.8
484,V,AAD,AAAF,M,Dominant control,1,9,forage,pm,0.25389,3,6.8
485,X,AAD,AAAF,F,Dominant control,1,9,forage,pm,0.02778,6,6.8
486,Y,AAE,AAAG,F,Dominant treated,1,15,burrow,am,0.13667,0,17.799998
487,Z,AAE,AAAG,F,Dominant treated,1,15,burrow,pm,0.11611,0,20.399998
488,AA,AAE,AAAH,F,Dominant control,1.2,17,forage,am,0.36806,4,3.6
489,AB,AAE,AAAG,M,Dominant treated,1,15,burrow,pm,0.16389,0,20.399998
490,AC,AAE,AAAH,M,Dominant control,1.2,17,forage,am,0.28611,0,3.6
491,AD,AAF,AAAI,F,Dominant treated,1.1,12,forage,am,0.33167,0,48.79999
492,AE,AAF,AAAI,M,Dominant treated,1.1,12,forage,am,0.33139,0,48.79999
493,AI,AAF,AAAI,F,Dominant treated,1.1,12,forage,am,0.32889,3,48.79999
494,AJ,AAG,AAAK,F,Dominant control,1,16,burrow,pm,0.11,0,58.799993
495,AK,AAG,AAAK,M,Dominant control,1,16,burrow,pm,0.18472,2,58.799993
496,AL,AAG,AAAK,M,Dominant control,1,16,burrow,pm,0.17722,0,58.799993
497,AM,AAG,AAAK,M,Dominant control,1,16,burrow,pm,0.19,0,58.799993
498,AN,AAH,AAAL,F,Dominant control,1.1,23,forage,am,0.22083,0,66.399982
499,AO,AAH,AAAL,F,Dominant control,1.1,23,burrow,am,0.10444,0,66.399982
500,AP,AAH,AAAL,M,Dominant control,1.1,23,burrow,am,0.14889,0,66.399982
501,AQ,AAH,AAAL,M,Dominant control,1.1,23,burrow,am,0.16833,0,66.399982
502,AR,AAI,AAAM,F,Dominant treated,1.1,34,burrow,am,0.12167,0,24.99999
503,AS,AAI,AAAM,F,Dominant treated,1.1,34,burrow,am,0.10306,0,24.99999
504,AU,AAK,AAAO,F,Dominant control,1.2,13,forage,pm,0.27111,6,37.99999
505,AX,AAL,AAAP,F,Dominant treated,1,33,forage,pm,0.15028,5,6.2
506,AY,AAL,AAAP,F,Dominant treated,1,33,forage,pm,0.16,0,6.2
507,BC,AAM/AAN/AAO,AAAQ/AAAR/AAAS,F,Subordinate control,1.4,38,burrow,pm,0.03111,0,6.000001
508,BD,AAL,AAAP,M,Dominant treated,1,33,burrow,pm,0.02806,0,6.2
509,BH,AX,AAAT,M,Subordinate control,1.2,8,forage,am,0.34,1,37.99999
510,BI,AX,AAAT,M,Subordinate control,1.2,8,forage,am,0.32028,0,37.99999
511,BJ,A,AAAU,F,Subordinate control,1.1,11,forage,am,0.2725,0,6
512,BK,A,AAAU,F,Subordinate control,1.1,11,forage,am,0.30806,0,6
513,BL,AAP,AAAV,M,Subordinate control,0.9,8,forage,am,0.34361,2,44.79999
514,BM,AAQ,AAAW,F,Subordinate control,1.4,22,forage,pm,0.32194,3,28.599995
515,BN,AAR,AAAX,M,Dominant control,1.2,23,burrow,am,0.03306,0,65.599985
516,BO,AAQ,AAAW,M,Subordinate control,1.4,22,burrow,pm,0.14667,0,28.599995
517,BP,AAQ,AAAW,M,Subordinate control,1.5,22,forage,pm,0.28861,2,17.599998
518,BQ,AAQ,AAAW,M,Subordinate control,1.5,22,forage,pm,0.18861,10,17.599998
519,BR,AAS,AAAY,F,Dominant control,1.2,12,forage,am,0.25361,0,67.199985
520,BS,AAS,AAAY,M,Dominant control,1.2,12,forage,am,0.26472,1,67.199985
521,BU,AAS,AAAY,M,Dominant control,1.2,12,forage,pm,0.24722,3,67.199985
522,BV,AAT,AAAZ,F,Dominant control,1.1,36,forage,am,0.32556,9,59.999993
523,BW,AAT,AAAZ,F,Dominant control,1.1,36,forage,am,0.30528,8,59.999993
524,BX,AAT,AAAZ,M,Dominant control,1.1,36,burrow,am,0.10583,1,59.999993
525,BY,AAT,AAAZ,M,Dominant control,1.1,36,forage,am,0.32472,5,59.999993
526,BZ,AAT,AAAZ,M,Dominant control,1.2,35,burrow,am,0.0525,0,59.999993
527,CA,AAU,AABA,F,Subordinate control,1,25,burrow,pm,0.125,0,8.8
528,CB,AAU,AABA,F,Subordinate control,1.1,25,forage,am,0.33722,4,9
529,CC,AAU,AABA,M,Subordinate control,1.1,25,forage,am,0.34139,0,9
530,CE,AAU,AABA,F,Subordinate control,1.1,25,forage,am,0.3675,3,9
531,A,AAA,AAAA,F,Subordinate control,1.3,30,forage,pm,0.24694,1,7.8
532,B,AAA,AAAA,M,Subordinate control,1.3,30,forage,pm,0.2175,8,7.8
533,C,AAA,AAAA,M,Subordinate control,1.3,30,forage,pm,0.22833,2,7.8
534,D,AAA,AAAA,M,Subordinate control,1.3,30,forage,am,0.26472,0,7.8
535,E,AAB,AAAB,F,Dominant control,1.1,37,burrow,am,0.16944,9,20.399998
536,F,AAB,AAAB,F,Dominant control,1.2,37,forage,pm,0.17861,1,9.400001
537,J,AAB,AAAB,M,Dominant control,1.1,37,burrow,am,0.14861,1,20.399998
538,K,AAB,AAAB,M,Dominant control,1.2,37,forage,am,0.33972,0,9.400001
539,N,AAC,AAAE,M,Dominant treated,1.1,21,forage,am,0.33917,2,56.400107
540,O,AAC,AAAE,M,Dominant treated,1.3,21,forage,pm,0.2525,0,2
541,R,AAC,AAAD,M,Dominant control,1.1,17,burrow,pm,0.09528,0,41.600022
542,T,AAC,AAAE,M,Dominant treated,1.2,21,forage,pm,0.14167,0,49.00011
543,U,AAD,AAAF,M,Dominant control,1,9,forage,pm,0.04778,0,6.8
544,V,AAD,AAAF,M,Dominant control,1.1,9,forage,am,0.32917,0,6.8
545,X,AAD,AAAF,F,Dominant control,1,9,forage,pm,0.08944,3,6.8
546,Y,AAE,AAAG,F,Dominant treated,1,15,forage,am,0.55111,2,17.799998
547,Z,AAE,AAAG,F,Dominant treated,1,15,burrow,pm,0.11167,0,20.399998
548,AA,AAE,AAAH,F,Dominant control,1.2,17,forage,am,0.32889,3,3.6
549,AB,AAE,AAAG,M,Dominant treated,1,15,burrow,am,0.08556,0,17.799998
550,AC,AAE,AAAH,M,Dominant control,1.2,17,forage,am,0.34111,3,3.6
551,AD,AAF,AAAI,F,Dominant treated,1.1,12,forage,am,0.32472,3,48.79999
552,AE,AAF,AAAI,M,Dominant treated,1.1,12,forage,pm,0.25806,1,48.79999
553,AI,AAF,AAAI,F,Dominant treated,1.1,12,forage,pm,0.25806,1,48.79999
554,AJ,AAG,AAAK,F,Dominant control,1.1,16,forage,pm,0.21917,7,59.999993
555,AK,AAG,AAAK,M,Dominant control,1,16,burrow,pm,0.12083,0,58.799993
556,AL,AAG,AAAK,M,Dominant control,1,16,burrow,pm,0.15444,0,58.799993
557,AM,AAG,AAAK,M,Dominant control,1,16,burrow,pm,0.12222,2,58.799993
558,AN,AAH,AAAL,F,Dominant control,1.1,23,burrow,am,0.10389,1,66.399982
559,AO,AAH,AAAL,F,Dominant control,1.1,23,burrow,pm,0.1625,3,66.399982
560,AP,AAH,AAAL,M,Dominant control,1.1,23,forage,am,0.27333,0,66.399982
561,AQ,AAH,AAAL,M,Dominant control,1.1,23,burrow,am,0.19028,0,66.399982
562,AR,AAI,AAAM,F,Dominant treated,1.1,34,burrow,am,0.11528,0,24.99999
563,AS,AAI,AAAM,F,Dominant treated,1.2,34,forage,am,0.31722,0,24.99999
564,AU,AAK,AAAO,F,Dominant control,1.2,13,forage,pm,0.28139,0,37.99999
565,AX,AAL,AAAP,F,Dominant treated,1,33,forage,pm,0.26444,7,6.2
566,AY,AAL,AAAP,F,Dominant treated,1,33,forage,am,0.34556,1,11.4
567,BD,AAL,AAAP,M,Dominant treated,1,33,burrow,pm,0.30694,0,6.2
568,BH,AX,AAAT,M,Subordinate control,1.2,8,forage,am,0.33528,7,37.99999
569,BI,AX,AAAT,M,Subordinate control,1.2,8,forage,am,0.30833,0,37.99999
570,BJ,A,AAAU,F,Subordinate control,1.1,11,forage,am,0.27861,0,6
571,BK,A,AAAU,F,Subordinate control,1.1,11,forage,am,0.35278,0,6
572,BL,AAP,AAAV,M,Subordinate control,0.9,8,forage,am,0.3425,0,44.79999
573,BM,AAQ,AAAW,F,Subordinate control,1.5,22,burrow,am,0.09583,3,17.599998
574,BN,AAR,AAAX,M,Dominant control,1.2,23,burrow,am,0.03917,0,65.599985
575,BO,AAQ,AAAW,M,Subordinate control,1.5,22,burrow,pm,0.03861,0,17.599998
576,BP,AAQ,AAAW,M,Subordinate control,1.5,22,burrow,pm,0.07667,0,17.599998
577,BR,AAS,AAAY,F,Dominant control,1.2,12,forage,pm,0.24222,0,67.199985
578,BS,AAS,AAAY,M,Dominant control,1.2,12,forage,pm,0.54139,10,67.199985
579,BU,AAS,AAAY,M,Dominant control,1.2,12,forage,pm,0.22639,7,67.199985
580,BV,AAT,AAAZ,F,Dominant control,1.1,36,forage,am,0.29889,0,59.999993
581,BW,AAT,AAAZ,F,Dominant control,1.1,36,forage,pm,0.28167,2,59.999993
582,BX,AAT,AAAZ,M,Dominant control,1.1,36,forage,am,0.33778,14,59.999993
583,BY,AAT,AAAZ,M,Dominant control,1.1,36,forage,am,0.34722,15,59.999993
584,BZ,AAT,AAAZ,M,Dominant control,1.2,35,forage,am,0.29667,2,59.999993
585,CA,AAU,AABA,F,Subordinate control,1.1,25,forage,am,0.35778,0,9
586,CB,AAU,AABA,F,Subordinate control,1.2,25,burrow,am,0.08417,0,10.2
587,CC,AAU,AABA,M,Subordinate control,1.1,25,forage,am,0.34833,6,9
588,CE,AAU,AABA,F,Subordinate control,1.1,25,forage,am,0.34944,1,9
589,A,AAA,AAAA,F,Subordinate control,1.4,30,forage,pm,0.2225,2,13.799999
590,B,AAA,AAAA,M,Subordinate control,1.4,30,forage,pm,0.20667,3,13.799999
591,C,AAA,AAAA,M,Subordinate control,1.4,30,forage,pm,0.26167,4,13.799999
592,D,AAA,AAAA,M,Subordinate control,1.3,30,forage,pm,0.28278,1,7.8
593,E,AAB,AAAB,F,Dominant control,1.1,37,burrow,pm,0.06222,0,20.399998
594,J,AAB,AAAB,M,Dominant control,1.1,37,burrow,pm,0.10583,0,20.399998
595,K,AAB,AAAB,M,Dominant control,1.2,37,forage,pm,0.35306,0,9.400001
596,N,AAC,AAAE,M,Dominant treated,1.3,21,forage,pm,0.25222,0,2
597,T,AAC,AAAE,M,Dominant treated,1.3,21,forage,pm,0.23556,1,2
598,U,AAD,AAAF,M,Dominant control,1,9,burrow,pm,0.06583,0,6.8
599,V,AAD,AAAF,M,Dominant control,1.1,9,forage,am,0.2975,0,6.8
600,X,AAD,AAAF,F,Dominant control,1,9,forage,pm,0.12778,1,6.8
601,Y,AAE,AAAG,F,Dominant treated,1,15,burrow,am,0.16389,0,17.799998
602,Z,AAE,AAAG,F,Dominant treated,1,15,burrow,am,0.11944,0,17.799998
603,AA,AAE,AAAH,F,Dominant control,1.2,17,forage,pm,0.27056,2,3.6
604,AB,AAE,AAAG,M,Dominant treated,1,15,forage,am,0.59417,8,17.799998
605,AC,AAE,AAAH,M,Dominant control,1.2,17,forage,pm,0.25222,1,3.6
606,AD,AAF,AAAI,F,Dominant treated,1.1,12,forage,pm,0.25833,5,48.79999
